"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"novembro 2012";"8103.Papelaria";"0,63";"0,3309"
"novembro 2012";"8104.Cursos diversos";"0,00";"0,7686"
"novembro 2012";"9.Comunicação";"0,31";"4,7749"
"dezembro 2012";"Índice geral";"0,79";"100,0000"
"dezembro 2012";"1.Alimentação e bebidas";"1,03";"23,9300"
"dezembro 2012";"2101.Aluguel e taxas";"0,45";"6,9870"
"dezembro 2012";"2103.Reparos";"0,45";"2,4535"
"dezembro 2012";"2104.Artigos de limpeza";"0,51";"0,8233"
"dezembro 2012";"22.Combustíveis e energia";"1,02";"4,5074"
"dezembro 2012";"3.Artigos de residência";"0,27";"4,4754"
"dezembro 2012";"4.Vestuário";"1,11";"6,6411"
"dezembro 2012";"5101.Transporte público";"2,14";"4,8898"
"dezembro 2012";"5102.Veículo próprio";"0,14";"9,5958"
"dezembro 2012";"5104.Combustíveis (veículos)";"0,57";"5,0374"
"dezembro 2012";"61.Produtos farmacêuticos e óticos";"-0,11";"3,7407"
"dezembro 2012";"62.Serviços de saúde";"0,59";"4,7705"
"dezembro 2012";"63.Cuidados pessoais";"0,79";"2,6371"
"dezembro 2012";"71.Serviços pessoais";"0,79";"6,2360"
"dezembro 2012";"7201001.Cinema";"0,28";"0,1898"
"dezembro 2012";"7201002.CD e DVD";"0,55";"0,0618"
"dezembro 2012";"7201003.Ingresso para jogo";"2,69";"0,0136"
"dezembro 2012";"7201006.Clube";"-0,03";"0,1559"
"dezembro 2012";"7201010.Instrumento musical";"0,05";"0,0407"
"dezembro 2012";"7201018.Tratamento de animais";"1,39";"0,1973"
"dezembro 2012";"7201019.Bicicleta";"1,61";"0,0970"
"dezembro 2012";"7201020.Alimento para animais";"-0,48";"0,2487"
"dezembro 2012";"7201023.Brinquedo";"0,75";"0,4554"
"dezembro 2012";"7201052.Locação de DVD";"0,60";"0,1395"
"dezembro 2012";"7201054.Boate e danceteria";"1,63";"0,2843"
"dezembro 2012";"7201063.Jogos de azar";"0,00";"0,3947"
"dezembro 2012";"7201068.Motel";"0,60";"0,0041"
"dezembro 2012";"7201090.Hotel";"0,48";"0,3985"
"dezembro 2012";"7201095.Excursão";"17,13";"0,3728"
"dezembro 2012";"7202.Fumo";"3,94";"0,8984"
"dezembro 2012";"7203.Fotografia e filmagem";"1,08";"0,0796"
"dezembro 2012";"8101.Cursos regulares";"0,00";"2,8421"
"dezembro 2012";"8102.Leitura";"0,99";"0,5439"
"dezembro 2012";"8103.Papelaria";"0,94";"0,3309"
"dezembro 2012";"8104.Cursos diversos";"0,00";"0,7641"
"dezembro 2012";"9.Comunicação";"0,03";"4,7617"
"janeiro 2013";"Índice geral";"0,86";"100,0000"
"janeiro 2013";"1.Alimentação e bebidas";"1,99";"23,9844"
"janeiro 2013";"2101.Aluguel e taxas";"1,13";"6,9624"
"janeiro 2013";"2103.Reparos";"0,58";"2,4454"
"janeiro 2013";"2104.Artigos de limpeza";"0,57";"0,8211"
"janeiro 2013";"22.Combustíveis e energia";"-2,81";"4,5170"
"janeiro 2013";"3.Artigos de residência";"1,15";"4,4526"
"janeiro 2013";"4.Vestuário";"-0,53";"6,6624"
"janeiro 2013";"5101.Transporte público";"1,30";"4,9528"
"janeiro 2013";"5102.Veículo próprio";"0,61";"9,5377"
"janeiro 2013";"5104.Combustíveis (veículos)";"0,46";"5,0280"
"janeiro 2013";"61.Produtos farmacêuticos e óticos";"0,28";"3,7072"
"janeiro 2013";"62.Serviços de saúde";"0,92";"4,7612"
"janeiro 2013";"63.Cuidados pessoais";"1,02";"2,6368"
"janeiro 2013";"71.Serviços pessoais";"0,79";"6,2364"
"janeiro 2013";"7201001.Cinema";"1,80";"0,1888"
"janeiro 2013";"7201002.CD e DVD";"-1,27";"0,0617"
"janeiro 2013";"7201003.Ingresso para jogo";"2,18";"0,0139"
"janeiro 2013";"7201006.Clube";"1,44";"0,1548"
"janeiro 2013";"7201010.Instrumento musical";"-0,38";"0,0404"
"janeiro 2013";"7201018.Tratamento de animais";"1,34";"0,1985"
"janeiro 2013";"7201019.Bicicleta";"-0,11";"0,0978"
"janeiro 2013";"7201020.Alimento para animais";"1,01";"0,2456"
"janeiro 2013";"7201023.Brinquedo";"-0,05";"0,4553"
"janeiro 2013";"7201052.Locação de DVD";"0,13";"0,1393"
"janeiro 2013";"7201054.Boate e danceteria";"1,71";"0,2868"
"janeiro 2013";"7201063.Jogos de azar";"0,00";"0,3915"
"janeiro 2013";"7201068.Motel";"-1,90";"0,0041"
"janeiro 2013";"7201090.Hotel";"1,90";"0,3974"
"janeiro 2013";"7201095.Excursão";"-1,12";"0,4327"
"janeiro 2013";"7202.Fumo";"10,11";"0,9266"
"janeiro 2013";"7203.Fotografia e filmagem";"-0,83";"0,0799"
"janeiro 2013";"8101.Cursos regulares";"0,21";"2,8201"
"janeiro 2013";"8102.Leitura";"0,99";"0,5447"
"janeiro 2013";"8103.Papelaria";"1,28";"0,3314"
"janeiro 2013";"8104.Cursos diversos";"0,00";"0,7580"
"janeiro 2013";"9.Comunicação";"-0,08";"4,7252"
"fevereiro 2013";"Índice geral";"0,60";"100,0000"
"fevereiro 2013";"1.Alimentação e bebidas";"1,45";"24,2499"
"fevereiro 2013";"2101.Aluguel e taxas";"1,63";"6,9816"
"fevereiro 2013";"2103.Reparos";"0,42";"2,4389"
"fevereiro 2013";"2104.Artigos de limpeza";"0,29";"0,8186"
"fevereiro 2013";"22.Combustíveis e energia";"-10,89";"4,3529"
"fevereiro 2013";"3.Artigos de residência";"0,53";"4,4654"
"fevereiro 2013";"4.Vestuário";"0,55";"6,5703"
"fevereiro 2013";"5101.Transporte público";"-0,92";"4,9747"
"fevereiro 2013";"5102.Veículo próprio";"0,22";"9,5142"
"fevereiro 2013";"5104.Combustíveis (veículos)";"3,64";"5,0079"
"fevereiro 2013";"61.Produtos farmacêuticos e óticos";"0,07";"3,6861"
"fevereiro 2013";"62.Serviços de saúde";"0,81";"4,7638"
"fevereiro 2013";"63.Cuidados pessoais";"1,18";"2,6409"
"fevereiro 2013";"71.Serviços pessoais";"0,73";"6,2325"
"fevereiro 2013";"7201001.Cinema";"1,00";"0,1906"
"fevereiro 2013";"7201002.CD e DVD";"1,48";"0,0604"
"fevereiro 2013";"7201003.Ingresso para jogo";"-0,01";"0,0140"
"fevereiro 2013";"7201006.Clube";"1,66";"0,1557"
"fevereiro 2013";"7201010.Instrumento musical";"1,66";"0,0399"
"fevereiro 2013";"7201018.Tratamento de animais";"1,39";"0,1995"
"fevereiro 2013";"7201019.Bicicleta";"1,41";"0,0968"
"fevereiro 2013";"7201020.Alimento para animais";"0,31";"0,2460"
"fevereiro 2013";"7201023.Brinquedo";"0,52";"0,4512"
"fevereiro 2013";"7201052.Locação de DVD";"-0,09";"0,1383"
"fevereiro 2013";"7201054.Boate e danceteria";"-0,22";"0,2891"
"fevereiro 2013";"7201063.Jogos de azar";"0,00";"0,3882"
"fevereiro 2013";"7201068.Motel";"2,19";"0,0040"
"fevereiro 2013";"7201090.Hotel";"0,60";"0,4016"
"fevereiro 2013";"7201095.Excursão";"-2,85";"0,4245"
"fevereiro 2013";"7202.Fumo";"0,93";"1,0115"
"fevereiro 2013";"7203.Fotografia e filmagem";"1,24";"0,0785"
"fevereiro 2013";"8101.Cursos regulares";"6,91";"2,8016"
"fevereiro 2013";"8102.Leitura";"0,31";"0,5455"
"fevereiro 2013";"8103.Papelaria";"0,57";"0,3328"
"fevereiro 2013";"8104.Cursos diversos";"5,62";"0,7515"
"fevereiro 2013";"9.Comunicação";"0,10";"4,6813"
"março 2013";"Índice geral";"0,47";"100,0000"
"março 2013";"1.Alimentação e bebidas";"1,14";"24,4548"
"março 2013";"2101.Aluguel e taxas";"0,47";"7,0537"
"março 2013";"2103.Reparos";"0,39";"2,4348"
"março 2013";"2104.Artigos de limpeza";"1,36";"0,8160"
"março 2013";"22.Combustíveis e energia";"0,47";"3,8562"
"março 2013";"3.Artigos de residência";"0,11";"4,4618"
"março 2013";"4.Vestuário";"0,15";"6,5667"
"março 2013";"5101.Transporte público";"-1,86";"4,9006"
"março 2013";"5102.Veículo próprio";"0,35";"9,4783"
"março 2013";"5104.Combustíveis (veículos)";"0,80";"5,1595"
"março 2013";"61.Produtos farmacêuticos e óticos";"-0,08";"3,6669"
"março 2013";"62.Serviços de saúde";"0,63";"4,7739"
"março 2013";"63.Cuidados pessoais";"0,33";"2,6559"
"março 2013";"71.Serviços pessoais";"1,26";"6,2407"
"março 2013";"7201001.Cinema";"0,79";"0,1914"
"março 2013";"7201002.CD e DVD";"3,43";"0,0608"
"março 2013";"7201003.Ingresso para jogo";"-7,36";"0,0139"
"março 2013";"7201006.Clube";"-0,03";"0,1573"
"março 2013";"7201010.Instrumento musical";"0,03";"0,0403"
"março 2013";"7201018.Tratamento de animais";"2,26";"0,2011"
"março 2013";"7201019.Bicicleta";"-0,21";"0,0976"
"março 2013";"7201020.Alimento para animais";"-0,07";"0,2454"
"março 2013";"7201023.Brinquedo";"0,81";"0,4508"
"março 2013";"7201052.Locação de DVD";"0,33";"0,1373"
"março 2013";"7201054.Boate e danceteria";"1,38";"0,2868"
"março 2013";"7201063.Jogos de azar";"0,00";"0,3859"
"março 2013";"7201068.Motel";"0,79";"0,0040"
"março 2013";"7201090.Hotel";"0,97";"0,4015"
"março 2013";"7201095.Excursão";"-9,99";"0,4104"
"março 2013";"7202.Fumo";"0,00";"1,0149"
"março 2013";"7203.Fotografia e filmagem";"-0,40";"0,0790"
"março 2013";"8101.Cursos regulares";"0,40";"2,9772"
"março 2013";"8102.Leitura";"0,24";"0,5441"
"março 2013";"8103.Papelaria";"0,96";"0,3327"
"março 2013";"8104.Cursos diversos";"1,23";"0,7890"
"março 2013";"9.Comunicação";"0,13";"4,6586"
"abril 2013";"Índice geral";"0,55";"100,0000"
"abril 2013";"1.Alimentação e bebidas";"0,96";"24,6158"
"abril 2013";"2101.Aluguel e taxas";"0,75";"7,0545"
"abril 2013";"2103.Reparos";"0,97";"2,4329"
"abril 2013";"2104.Artigos de limpeza";"1,56";"0,8231"
"abril 2013";"22.Combustíveis e energia";"-0,06";"3,8559"
"abril 2013";"3.Artigos de residência";"0,63";"4,4453"
"abril 2013";"4.Vestuário";"0,65";"6,5450"
"abril 2013";"5101.Transporte público";"-1,01";"4,7874"
"abril 2013";"5102.Veículo próprio";"0,28";"9,4667"
"abril 2013";"5104.Combustíveis (veículos)";"-0,27";"5,1762"
"abril 2013";"61.Produtos farmacêuticos e óticos";"2,75";"3,6470"
"abril 2013";"62.Serviços de saúde";"0,72";"4,7820"
"abril 2013";"63.Cuidados pessoais";"0,26";"2,6518"
"abril 2013";"71.Serviços pessoais";"0,95";"6,2896"
"abril 2013";"7201001.Cinema";"0,21";"0,1921"
"abril 2013";"7201002.CD e DVD";"0,53";"0,0626"
"abril 2013";"7201003.Ingresso para jogo";"2,01";"0,0128"
"abril 2013";"7201006.Clube";"2,29";"0,1566"
"abril 2013";"7201010.Instrumento musical";"0,70";"0,0402"
"abril 2013";"7201018.Tratamento de animais";"0,92";"0,2047"
"abril 2013";"7201019.Bicicleta";"-0,69";"0,0969"
"abril 2013";"7201020.Alimento para animais";"0,41";"0,2441"
"abril 2013";"7201023.Brinquedo";"-0,88";"0,4522"
"abril 2013";"7201052.Locação de DVD";"1,24";"0,1371"
"abril 2013";"7201054.Boate e danceteria";"1,20";"0,2894"
"abril 2013";"7201063.Jogos de azar";"0,00";"0,3841"
"abril 2013";"7201068.Motel";"-3,01";"0,0040"
"abril 2013";"7201090.Hotel";"1,26";"0,4036"
"abril 2013";"7201095.Excursão";"-2,43";"0,3679"
"abril 2013";"7202.Fumo";"0,00";"1,0101"
"abril 2013";"7203.Fotografia e filmagem";"-1,49";"0,0783"
"abril 2013";"8101.Cursos regulares";"0,05";"2,9751"
"abril 2013";"8102.Leitura";"0,12";"0,5429"
"abril 2013";"8103.Papelaria";"0,73";"0,3342"
"abril 2013";"8104.Cursos diversos";"0,00";"0,7949"
"abril 2013";"9.Comunicação";"-0,32";"4,6431"
"maio 2013";"Índice geral";"0,37";"100,0000"
"maio 2013";"1.Alimentação e bebidas";"0,31";"24,7149"
"maio 2013";"2101.Aluguel e taxas";"0,81";"7,0684"
"maio 2013";"2103.Reparos";"1,49";"2,4430"
"maio 2013";"2104.Artigos de limpeza";"0,83";"0,8313"
"maio 2013";"22.Combustíveis e energia";"0,14";"3,8325"
"maio 2013";"3.Artigos de residência";"0,46";"4,4487"
"maio 2013";"4.Vestuário";"0,84";"6,5511"
"maio 2013";"5101.Transporte público";"-0,31";"4,7124"
"maio 2013";"5102.Veículo próprio";"0,06";"9,4416"
"maio 2013";"5104.Combustíveis (veículos)";"-0,75";"5,1348"
"maio 2013";"61.Produtos farmacêuticos e óticos";"1,49";"3,7267"
"maio 2013";"62.Serviços de saúde";"0,67";"4,7899"
"maio 2013";"63.Cuidados pessoais";"0,64";"2,6437"
"maio 2013";"71.Serviços pessoais";"0,53";"6,3148"
"maio 2013";"7201001.Cinema";"-0,10";"0,1914"
"maio 2013";"7201002.CD e DVD";"0,91";"0,0626"
"maio 2013";"7201003.Ingresso para jogo";"-3,98";"0,0130"
"maio 2013";"7201006.Clube";"0,83";"0,1593"
"maio 2013";"7201010.Instrumento musical";"0,00";"0,0403"
"maio 2013";"7201018.Tratamento de animais";"0,84";"0,2054"
"maio 2013";"7201019.Bicicleta";"0,63";"0,0957"
"maio 2013";"7201020.Alimento para animais";"0,67";"0,2437"
"maio 2013";"7201023.Brinquedo";"-1,17";"0,4457"
"maio 2013";"7201052.Locação de DVD";"0,50";"0,1381"
"maio 2013";"7201054.Boate e danceteria";"0,78";"0,2913"
"maio 2013";"7201063.Jogos de azar";"0,00";"0,3820"
"maio 2013";"7201068.Motel";"-5,86";"0,0039"
"maio 2013";"7201090.Hotel";"1,43";"0,4063"
"maio 2013";"7201095.Excursão";"0,42";"0,3570"
"maio 2013";"7202.Fumo";"0,00";"1,0047"
"maio 2013";"7203.Fotografia e filmagem";"-0,44";"0,0767"
"maio 2013";"8101.Cursos regulares";"0,00";"2,9603"
"maio 2013";"8102.Leitura";"0,53";"0,5406"
"maio 2013";"8103.Papelaria";"-0,01";"0,3348"
"maio 2013";"8104.Cursos diversos";"0,00";"0,7906"
"maio 2013";"9.Comunicação";"0,08";"4,6028"
"junho 2013";"Índice geral";"0,26";"100,0000"
"junho 2013";"1.Alimentação e bebidas";"0,04";"24,7048"
"junho 2013";"2101.Aluguel e taxas";"0,93";"7,0984"
"junho 2013";"2103.Reparos";"0,28";"2,4702"
"junho 2013";"2104.Artigos de limpeza";"0,12";"0,8354"
"junho 2013";"22.Combustíveis e energia";"0,20";"3,8234"
"junho 2013";"3.Artigos de residência";"0,12";"4,4529"
"junho 2013";"4.Vestuário";"0,50";"6,5825"
"junho 2013";"5101.Transporte público";"2,37";"4,6802"
"junho 2013";"5102.Veículo próprio";"0,01";"9,4130"
"junho 2013";"5104.Combustíveis (veículos)";"-1,67";"5,0781"
"junho 2013";"61.Produtos farmacêuticos e óticos";"0,03";"3,7682"
"junho 2013";"62.Serviços de saúde";"0,61";"4,8044"
"junho 2013";"63.Cuidados pessoais";"0,40";"2,6511"
"junho 2013";"71.Serviços pessoais";"0,53";"6,3244"
"junho 2013";"7201001.Cinema";"0,90";"0,1905"
"junho 2013";"7201002.CD e DVD";"-0,07";"0,0629"
"junho 2013";"7201003.Ingresso para jogo";"0,91";"0,0124"
"junho 2013";"7201006.Clube";"0,15";"0,1600"
"junho 2013";"7201010.Instrumento musical";"-0,25";"0,0401"
"junho 2013";"7201018.Tratamento de animais";"-0,11";"0,2064"
"junho 2013";"7201019.Bicicleta";"0,12";"0,0960"
"junho 2013";"7201020.Alimento para animais";"0,74";"0,2445"
"junho 2013";"7201023.Brinquedo";"-0,06";"0,4391"
"junho 2013";"7201052.Locação de DVD";"0,35";"0,1382"
"junho 2013";"7201054.Boate e danceteria";"0,32";"0,2926"
"junho 2013";"7201063.Jogos de azar";"0,00";"0,3807"
"junho 2013";"7201068.Motel";"-1,18";"0,0037"
"junho 2013";"7201090.Hotel";"0,76";"0,4105"
"junho 2013";"7201095.Excursão";"0,46";"0,3568"
"junho 2013";"7202.Fumo";"0,00";"1,0010"
"junho 2013";"7203.Fotografia e filmagem";"-2,32";"0,0761"
"junho 2013";"8101.Cursos regulares";"0,00";"2,9496"
"junho 2013";"8102.Leitura";"1,00";"0,5413"
"junho 2013";"8103.Papelaria";"0,90";"0,3336"
"junho 2013";"8104.Cursos diversos";"0,00";"0,7878"
"junho 2013";"9.Comunicação";"0,19";"4,5893"
"julho 2013";"Índice geral";"0,03";"100,0000"
"julho 2013";"1.Alimentação e bebidas";"-0,33";"24,6526"
"julho 2013";"2101.Aluguel e taxas";"0,73";"7,1448"
"julho 2013";"2103.Reparos";"0,55";"2,4709"
"julho 2013";"2104.Artigos de limpeza";"0,09";"0,8345"
"julho 2013";"22.Combustíveis e energia";"0,40";"3,8213"
"julho 2013";"3.Artigos de residência";"0,28";"4,4478"
"julho 2013";"4.Vestuário";"-0,39";"6,6003"
"julho 2013";"5101.Transporte público";"-2,11";"4,7767"
"julho 2013";"5102.Veículo próprio";"-0,15";"9,3910"
"julho 2013";"5104.Combustíveis (veículos)";"-0,25";"4,9811"
"julho 2013";"61.Produtos farmacêuticos e óticos";"0,06";"3,7597"
"julho 2013";"62.Serviços de saúde";"0,60";"4,8201"
"julho 2013";"63.Cuidados pessoais";"0,26";"2,6555"
"julho 2013";"71.Serviços pessoais";"1,26";"6,3413"
"julho 2013";"7201001.Cinema";"1,05";"0,1916"
"julho 2013";"7201002.CD e DVD";"-1,25";"0,0628"
"julho 2013";"7201003.Ingresso para jogo";"1,20";"0,0125"
"julho 2013";"7201006.Clube";"0,75";"0,1599"
"julho 2013";"7201010.Instrumento musical";"0,61";"0,0398"
"julho 2013";"7201018.Tratamento de animais";"0,06";"0,2057"
"julho 2013";"7201019.Bicicleta";"0,67";"0,0959"
"julho 2013";"7201020.Alimento para animais";"1,66";"0,2456"
"julho 2013";"7201023.Brinquedo";"-0,27";"0,4377"
"julho 2013";"7201052.Locação de DVD";"1,76";"0,1383"
"julho 2013";"7201054.Boate e danceteria";"0,67";"0,2929"
"julho 2013";"7201063.Jogos de azar";"0,00";"0,3797"
"julho 2013";"7201068.Motel";"-3,08";"0,0036"
"julho 2013";"7201090.Hotel";"0,95";"0,4126"
"julho 2013";"7201095.Excursão";"6,49";"0,3572"
"julho 2013";"7202.Fumo";"0,00";"0,9985"
"julho 2013";"7203.Fotografia e filmagem";"0,79";"0,0742"
"julho 2013";"8101.Cursos regulares";"0,00";"2,9419"
"julho 2013";"8102.Leitura";"0,38";"0,5450"
"julho 2013";"8103.Papelaria";"0,83";"0,3358"
"julho 2013";"8104.Cursos diversos";"0,00";"0,7857"
"julho 2013";"9.Comunicação";"0,20";"4,5856"
"agosto 2013";"Índice geral";"0,24";"100,0000"
"agosto 2013";"1.Alimentação e bebidas";"0,01";"24,5643"
"agosto 2013";"2101.Aluguel e taxas";"0,63";"7,1951"
"agosto 2013";"2103.Reparos";"0,61";"2,4833"
"agosto 2013";"2104.Artigos de limpeza";"0,35";"0,8349"
"agosto 2013";"22.Combustíveis e energia";"0,47";"3,8357"
"agosto 2013";"3.Artigos de residência";"0,89";"4,4585"
"agosto 2013";"4.Vestuário";"0,08";"6,5721"
"agosto 2013";"5101.Transporte público";"-0,20";"4,6757"
"agosto 2013";"5102.Veículo próprio";"0,15";"9,3727"
"agosto 2013";"5104.Combustíveis (veículos)";"-0,33";"4,9669"
"agosto 2013";"61.Produtos farmacêuticos e óticos";"-0,24";"3,7606"
"agosto 2013";"62.Serviços de saúde";"0,99";"4,8475"
"agosto 2013";"63.Cuidados pessoais";"0,47";"2,6615"
"agosto 2013";"71.Serviços pessoais";"0,26";"6,4198"
"agosto 2013";"7201001.Cinema";"1,39";"0,1937"
"agosto 2013";"7201002.CD e DVD";"0,04";"0,0619"
"agosto 2013";"7201003.Ingresso para jogo";"0,00";"0,0127"
"agosto 2013";"7201006.Clube";"3,20";"0,1609"
"agosto 2013";"7201010.Instrumento musical";"0,64";"0,0401"
"agosto 2013";"7201018.Tratamento de animais";"0,63";"0,2057"
"agosto 2013";"7201019.Bicicleta";"-0,03";"0,0965"
"agosto 2013";"7201020.Alimento para animais";"0,46";"0,2496"
"agosto 2013";"7201023.Brinquedo";"0,90";"0,4364"
"agosto 2013";"7201052.Locação de DVD";"1,41";"0,1407"
"agosto 2013";"7201054.Boate e danceteria";"0,57";"0,2946"
"agosto 2013";"7201063.Jogos de azar";"0,00";"0,3796"
"agosto 2013";"7201068.Motel";"1,53";"0,0035"
"agosto 2013";"7201090.Hotel";"1,23";"0,4163"
"agosto 2013";"7201095.Excursão";"0,35";"0,3803"
"agosto 2013";"7202.Fumo";"0,00";"0,9981"
"agosto 2013";"7203.Fotografia e filmagem";"0,33";"0,0747"
"agosto 2013";"8101.Cursos regulares";"0,56";"2,9411"
"agosto 2013";"8102.Leitura";"0,29";"0,5471"
"agosto 2013";"8103.Papelaria";"-0,14";"0,3385"
"agosto 2013";"8104.Cursos diversos";"1,71";"0,7855"
"agosto 2013";"9.Comunicação";"0,02";"4,5939"
"setembro 2013";"Índice geral";"0,35";"100,0000"
"setembro 2013";"1.Alimentação e bebidas";"0,14";"24,5075"
"setembro 2013";"2101.Aluguel e taxas";"0,50";"7,2232"
"setembro 2013";"2103.Reparos";"0,60";"2,4925"
"setembro 2013";"2104.Artigos de limpeza";"0,71";"0,8358"
"setembro 2013";"22.Combustíveis e energia";"0,83";"3,8447"
"setembro 2013";"3.Artigos de residência";"0,65";"4,4874"
"setembro 2013";"4.Vestuário";"0,63";"6,5612"
"setembro 2013";"5101.Transporte público";"1,66";"4,6559"
"setembro 2013";"5102.Veículo próprio";"0,30";"9,3634"
"setembro 2013";"5104.Combustíveis (veículos)";"-0,47";"4,9380"
"setembro 2013";"61.Produtos farmacêuticos e óticos";"0,04";"3,7423"
"setembro 2013";"62.Serviços de saúde";"0,76";"4,8837"
"setembro 2013";"63.Cuidados pessoais";"0,52";"2,6676"
"setembro 2013";"71.Serviços pessoais";"0,46";"6,4213"
"setembro 2013";"7201001.Cinema";"-0,22";"0,1959"
"setembro 2013";"7201002.CD e DVD";"-0,21";"0,0618"
"setembro 2013";"7201003.Ingresso para jogo";"0,00";"0,0127"
"setembro 2013";"7201006.Clube";"0,87";"0,1657"
"setembro 2013";"7201010.Instrumento musical";"1,75";"0,0402"
"setembro 2013";"7201018.Tratamento de animais";"0,98";"0,2065"
"setembro 2013";"7201019.Bicicleta";"-0,01";"0,0962"
"setembro 2013";"7201020.Alimento para animais";"0,45";"0,2501"
"setembro 2013";"7201023.Brinquedo";"0,17";"0,4392"
"setembro 2013";"7201052.Locação de DVD";"-0,59";"0,1424"
"setembro 2013";"7201054.Boate e danceteria";"0,64";"0,2955"
"setembro 2013";"7201063.Jogos de azar";"0,00";"0,3786"
"setembro 2013";"7201068.Motel";"0,00";"0,0036"
"setembro 2013";"7201090.Hotel";"-0,10";"0,4203"
"setembro 2013";"7201095.Excursão";"-3,57";"0,3807"
"setembro 2013";"7202.Fumo";"0,00";"0,9957"
"setembro 2013";"7203.Fotografia e filmagem";"-0,40";"0,0748"
"setembro 2013";"8101.Cursos regulares";"0,00";"2,9505"
"setembro 2013";"8102.Leitura";"0,04";"0,5474"
"setembro 2013";"8103.Papelaria";"0,43";"0,3372"
"setembro 2013";"8104.Cursos diversos";"0,51";"0,7970"
"setembro 2013";"9.Comunicação";"-0,04";"4,5836"
"outubro 2013";"Índice geral";"0,57";"100,0000"
"outubro 2013";"1.Alimentação e bebidas";"1,03";"24,4567"
"outubro 2013";"2101.Aluguel e taxas";"0,77";"7,2331"
"outubro 2013";"2103.Reparos";"0,81";"2,4987"
"outubro 2013";"2104.Artigos de limpeza";"0,36";"0,8388"
"outubro 2013";"22.Combustíveis e energia";"0,05";"3,8632"
"outubro 2013";"3.Artigos de residência";"0,81";"4,5006"
"outubro 2013";"4.Vestuário";"1,13";"6,5797"
"outubro 2013";"5101.Transporte público";"0,15";"4,7168"
"outubro 2013";"5102.Veículo próprio";"0,18";"9,3586"
"outubro 2013";"5104.Combustíveis (veículos)";"0,15";"4,8972"
"outubro 2013";"61.Produtos farmacêuticos e óticos";"-0,09";"3,7302"
"outubro 2013";"62.Serviços de saúde";"0,69";"4,9032"
"outubro 2013";"63.Cuidados pessoais";"0,53";"2,6721"
"outubro 2013";"71.Serviços pessoais";"0,61";"6,4275"
"outubro 2013";"7201001.Cinema";"-0,66";"0,1947"
"outubro 2013";"7201002.CD e DVD";"0,55";"0,0615"
"outubro 2013";"7201003.Ingresso para jogo";"0,00";"0,0126"
"outubro 2013";"7201006.Clube";"0,35";"0,1665"
"outubro 2013";"7201010.Instrumento musical";"1,75";"0,0408"
"outubro 2013";"7201018.Tratamento de animais";"-0,47";"0,2077"
"outubro 2013";"7201019.Bicicleta";"0,91";"0,0959"
"outubro 2013";"7201020.Alimento para animais";"0,94";"0,2503"
"outubro 2013";"7201023.Brinquedo";"0,72";"0,4384"
"outubro 2013";"7201052.Locação de DVD";"-0,33";"0,1410"
"outubro 2013";"7201054.Boate e danceteria";"-1,12";"0,2963"
"outubro 2013";"7201063.Jogos de azar";"0,00";"0,3773"
"outubro 2013";"7201068.Motel";"0,00";"0,0035"
"outubro 2013";"7201090.Hotel";"2,78";"0,4184"
"outubro 2013";"7201095.Excursão";"-2,11";"0,3658"
"outubro 2013";"7202.Fumo";"0,00";"0,9920"
"outubro 2013";"7203.Fotografia e filmagem";"0,29";"0,0743"
"outubro 2013";"8101.Cursos regulares";"0,00";"2,9400"
"outubro 2013";"8102.Leitura";"0,15";"0,5457"
"outubro 2013";"8103.Papelaria";"1,04";"0,3374"
"outubro 2013";"8104.Cursos diversos";"0,00";"0,7981"
"outubro 2013";"9.Comunicação";"0,08";"4,5653"
"novembro 2013";"Índice geral";"0,54";"100,0000"
"novembro 2013";"1.Alimentação e bebidas";"0,56";"24,5687"
"novembro 2013";"2101.Aluguel e taxas";"0,44";"7,2468"
"novembro 2013";"2103.Reparos";"0,68";"2,5048"
"novembro 2013";"2104.Artigos de limpeza";"0,41";"0,8370"
"novembro 2013";"22.Combustíveis e energia";"1,23";"3,8432"
"novembro 2013";"3.Artigos de residência";"0,38";"4,5118"
"novembro 2013";"4.Vestuário";"0,85";"6,6167"
"novembro 2013";"5101.Transporte público";"0,75";"4,6978"
"novembro 2013";"5102.Veículo próprio";"-0,01";"9,3218"
"novembro 2013";"5104.Combustíveis (veículos)";"0,68";"4,8757"
"novembro 2013";"61.Produtos farmacêuticos e óticos";"0,29";"3,7056"
"novembro 2013";"62.Serviços de saúde";"0,60";"4,9080"
"novembro 2013";"63.Cuidados pessoais";"0,21";"2,6711"
"novembro 2013";"71.Serviços pessoais";"0,70";"6,4298"
"novembro 2013";"7201001.Cinema";"0,97";"0,1923"
"novembro 2013";"7201002.CD e DVD";"-0,95";"0,0615"
